id;address
7947538;обл. Иркутская, г. Братск, ул. Кирова, д. 14
6685044;"обл. Иркутская, г. Братск, ул. Кирова, д. 14""А""/33"
7949091;обл. Иркутская, г. Братск, ул. Кирова, д. 16
7949115;обл. Иркутская, г. Братск, ул. Кирова, д. 16а
7949124;обл. Иркутская, г. Братск, ул. Кирова, д. 18
7949130;обл. Иркутская, г. Братск, ул. Кирова, д. 18а
7949338;обл. Иркутская, г. Братск, ул. Кирова, д. 19
7949339;обл. Иркутская, г. Братск, ул. Кирова, д. 19а
6554049;обл. Иркутская, г. Братск, ул. Кирова, д. 20
7949347;обл. Иркутская, г. Братск, ул. Кирова, д. 21
7949350;обл. Иркутская, г. Братск, ул. Кирова, д. 21б
7949142;обл. Иркутская, г. Братск, ул. Кирова, д. 22
6554052;обл. Иркутская, г. Братск, ул. Кирова, д. 23
7949150;обл. Иркутская, г. Братск, ул. Кирова, д. 24
7949351;обл. Иркутская, г. Братск, ул. Кирова, д. 25
6554123;"обл. Иркутская, г. Братск, ул. Кирова, д. 25 ""А"""
7949154;обл. Иркутская, г. Братск, ул. Кирова, д. 26
7949162;обл. Иркутская, г. Братск, ул. Кирова, д. 26а
7949355;обл. Иркутская, г. Братск, ул. Кирова, д. 27
6554050;обл. Иркутская, г. Братск, ул. Кирова, д. 28
7949169;обл. Иркутская, г. Братск, ул. Кирова, д. 28а
7949358;обл. Иркутская, г. Братск, ул. Кирова, д. 29
7949361;обл. Иркутская, г. Братск, ул. Кирова, д. 29а
7949177;обл. Иркутская, г. Братск, ул. Кирова, д. 30
7949188;обл. Иркутская, г. Братск, ул. Кирова, д. 30а
6554053;обл. Иркутская, г. Братск, ул. Кирова, д. 31
7949364;обл. Иркутская, г. Братск, ул. Кирова, д. 33
7949365;обл. Иркутская, г. Братск, ул. Кирова, д. 33а
7949367;обл. Иркутская, г. Братск, ул. Кирова, д. 35
6483085;обл. Иркутская, г. Братск, ул. Клубная, д. 2
6685093;"обл. Иркутская, г. Братск, ул. Клубная, д. 5 ""А"""
6690911;обл. Иркутская, г. Братск, ул. Клубная, д. 8
7949576;обл. Иркутская, г. Братск, ул. К.Маркса, д. 2
7948736;обл. Иркутская, г. Братск, ул. К.Маркса, д. 3
7949579;обл. Иркутская, г. Братск, ул. К.Маркса, д. 4
7948744;обл. Иркутская, г. Братск, ул. К.Маркса, д. 5
7949584;обл. Иркутская, г. Братск, ул. К.Маркса, д. 6
7948752;обл. Иркутская, г. Братск, ул. К.Маркса, д. 7
